"","FC1","FNC9","FNC12","FC11","FNC7","FNC1","FC6","FC2","FNC10","FNC8","FC4","FC12","FC7","FC10","FNC3","FC3","FNC6","FC5","FNC11","FC9","FNC5","FNC2","FNC4","FC8","taxonomy"
"119",20,6,8,8,3,0,0,13,7,14,6,18,7,0,2,0,0,0,10,3,17,0,24,15,"k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__P3OB-42;g__P3OB-42FA;"
"120",20,0,0,0,0,2,7,0,0,9,0,6,3,2,0,2,3,0,0,0,2,0,0,14,"k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae;g__uncultured-Chitinophagaceae;"
"121",20,17,22,3,21,0,23,37,55,19,15,47,15,18,80,12,0,35,4,18,4,19,12,58,"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Pseudolabrys;"
"122",20,28,14,12,8,11,2,19,24,31,2,5,22,23,30,8,22,6,8,7,7,43,15,25,"k__Bacteria;p__Chloroflexi;c__SJA-15;o__SJA-15CL;f__SJA-15CL;g__SJA-15CL;"
"123",20,27,8,10,11,19,4,18,6,22,7,4,14,7,15,5,21,14,10,7,11,10,7,18,"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae 1;g__Clostridium sensu stricto 13;"
"124",20,13,12,24,17,2,4,15,1,16,11,6,4,37,5,31,5,8,29,10,0,0,0,17,"k__Bacteria;p__Acidobacteria;c__Blastocatellia;o__Blastocatellales;f__Blastocatellaceae (Subgroup 4);g__Blastocatellaceae (Subgroup 4)FA;"
"125",20,18,0,12,0,0,2,1,10,11,4,6,0,8,3,4,0,19,0,10,0,0,9,7,"k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfurellales;f__Desulfurellaceae;g__H16;"
"126",20,27,5,14,15,0,2,9,6,13,5,6,1,25,2,21,4,19,4,14,5,4,5,18,"k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae;g__Flavihumibacter;"
"127",19,28,6,6,14,2,16,5,16,15,10,8,7,13,12,10,2,16,17,7,13,17,24,16,"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Variibacter;"
"128",19,0,0,0,0,0,128,0,4,0,0,10,0,0,38,0,0,0,0,0,0,0,0,5,"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Massilia;"
"129",19,3,0,0,1,0,0,10,28,12,0,18,18,0,9,0,11,0,5,1,32,2,7,38,"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylococcaceae;g__Methylomonas;"
"130",19,7,1,1,3,0,0,10,0,15,0,0,5,0,9,7,0,0,1,0,1,0,9,18,"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylocystaceae;g__Methylocystis;"
"131",19,26,3,38,1,6,0,5,6,19,2,4,0,11,0,1,27,0,0,1,18,3,13,5,"k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__uncultured-Veillonellaceae;"
"132",19,19,12,7,25,0,6,49,43,3,52,23,17,23,26,54,3,245,11,72,2,6,24,34,"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Arenimonas;"
"133",19,24,0,10,8,2,2,8,1,15,11,2,5,7,9,22,7,25,10,6,6,7,11,15,"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__MNG7;g__MNG7FA;"
"134",19,42,0,27,13,0,6,2,3,6,15,10,5,13,0,11,0,31,17,12,4,2,7,23,"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Pseudolabrys;"
"135",19,22,0,10,18,0,9,13,1,4,2,19,5,8,4,15,0,29,3,5,2,0,5,20,"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Pseudolabrys;"
"136",18,6,1,17,0,0,0,0,11,25,0,12,12,5,2,4,32,0,9,1,14,3,25,30,"k__Bacteria;p__Bacteroidetes;c__SB-5;o__SB-5CL;f__SB-5CL;g__SB-5CL;"
"137",18,79,110,2,176,11,11,40,12,6,31,3,10,7,51,14,1,1,0,2,3,24,2,5,"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Lysobacter;"
"138",18,19,31,5,33,8,0,29,28,7,9,4,19,27,34,11,9,15,16,20,12,14,17,16,"k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;f__Solibacteraceae (Subgroup 3);g__Bryobacter;"
"139",18,22,28,16,26,2,1,10,23,4,12,11,1,14,26,5,9,11,10,12,6,12,16,8,"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Phenylobacterium;"
"140",18,22,9,9,6,6,2,6,15,9,0,3,13,3,7,0,0,38,4,7,10,4,44,11,"k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;"
"141",18,8,3,5,14,0,0,7,0,7,9,2,5,0,6,20,3,26,6,15,3,7,6,3,"k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae;g__Ferruginibacter;"
"142",18,11,14,7,7,19,4,7,22,18,0,2,28,15,40,0,6,0,18,5,16,18,10,3,"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__uncultured-Moraxellaceae;"
"143",18,14,13,5,16,15,6,25,0,19,8,5,9,8,18,5,2,1,10,9,6,11,8,0,"k__Bacteria;p__Acidobacteria;c__Blastocatellia;o__Blastocatellales;f__Blastocatellaceae (Subgroup 4);g__Blastocatellaceae (Subgroup 4)FA;"
"144",18,39,15,14,13,4,2,29,18,41,0,6,26,31,8,9,22,0,4,20,26,28,40,16,"k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;f__Solibacteraceae (Subgroup 3);g__Bryobacter;"
"145",18,16,11,3,42,5,14,33,50,43,23,16,7,29,22,19,9,65,25,20,29,4,23,36,"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Frankiales;f__Acidothermaceae;g__Acidothermus;"
"146",18,12,1,0,12,0,0,13,1,0,19,4,3,20,3,41,0,35,9,57,6,0,1,9,"k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae;g__Dinghuibacter;"
"147",18,3,5,7,11,1,13,10,4,7,14,10,11,17,8,39,0,19,1,8,0,7,2,23,"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Rudaea;"
"148",17,0,0,2,0,0,0,0,0,0,0,3,1,0,0,1,0,5,0,0,0,0,0,4,"k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae;g__Taibaiella;"
"149",17,15,28,13,0,2,3,0,6,0,0,0,11,3,21,0,13,0,12,0,15,0,24,8,"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Rhodocyclaceae;g__Dechloromonas;"
"150",17,8,7,3,0,9,0,9,0,0,0,0,1,0,4,0,0,1,0,1,2,4,0,3,"k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__uncultured-Coriobacteriaceae;"
"151",17,0,1,4,20,2,0,16,1,6,7,0,0,0,4,8,0,3,6,4,2,1,0,19,"k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae;g__Ferruginibacter;"
"152",17,34,2,12,10,0,0,23,14,30,13,6,4,0,22,8,3,12,12,5,8,14,14,20,"k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatimonas;"
"153",17,23,4,30,22,2,6,26,19,11,8,6,10,26,27,14,1,3,5,9,1,5,15,14,"k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__Nitrospiraceae;g__Nitrospira;"
"154",16,14,3,3,19,0,2,6,9,10,4,14,3,0,26,1,0,6,0,5,7,3,3,10,"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__uncultured-Caulobacteraceae;"
"155",16,29,19,15,23,3,9,44,20,38,16,11,16,5,14,10,13,27,24,16,22,22,17,24,"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Blastochloris;"
"156",16,20,0,6,17,0,0,10,0,6,10,14,0,0,0,17,0,17,5,2,0,10,0,5,"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Piscinibacter;"
"157",16,9,2,5,2,4,2,0,3,13,7,4,2,17,3,5,0,13,0,3,14,2,8,10,"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Pseudolabrys;"
"158",16,12,11,10,5,32,8,8,0,16,0,3,6,9,8,0,10,0,1,0,2,4,4,7,"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;"
"159",16,19,8,1,17,17,3,73,5,27,11,3,20,21,29,7,2,1,18,15,6,5,16,15,"k__Bacteria;p__Chloroflexi;c__KD4-96;o__KD4-96CL;f__KD4-96CL;g__KD4-96CL;"
"160",16,5,1,7,0,0,2,0,6,8,0,3,3,6,1,3,4,0,0,3,2,0,4,13,"k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;f__Solibacteraceae (Subgroup 3);g__Paludibaculum;"
"161",16,10,0,5,0,3,0,0,5,0,0,11,7,0,0,4,8,6,4,0,3,2,0,0,"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__XanthobacteraceaeFA;"
"162",16,21,42,16,4,56,11,11,8,26,4,9,22,15,56,2,0,0,0,8,0,17,0,0,"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylorosula;"
"163",16,14,0,7,0,0,0,21,6,9,0,0,17,11,9,0,7,0,6,8,3,12,5,11,"k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae;g__Ferruginibacter;"
"164",16,42,128,1,22,29,19,9,0,14,0,8,0,13,20,4,0,4,0,0,2,34,0,2,"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Paucimonas;"
"165",16,21,0,8,6,2,3,43,10,17,2,8,11,1,13,1,4,5,10,27,13,5,6,17,"k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae;g__Filimonas;"
"166",16,24,14,15,7,5,7,5,7,0,6,15,0,0,13,27,0,10,1,6,3,6,1,4,"k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae;g__Dinghuibacter;"
"167",15,0,0,2,5,0,0,0,0,0,0,21,1,0,0,0,0,2,4,0,0,0,0,9,"k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae;g__Chitinophaga;"
"168",15,11,24,5,34,0,0,11,10,9,8,5,4,9,27,10,8,14,0,2,0,2,13,6,"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Arenimonas;"
"169",15,16,9,3,22,0,1,9,14,16,2,5,10,0,6,3,13,6,6,4,4,0,22,2,"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__DA111;g__DA111FA;"
"170",15,2,24,0,10,10,0,6,2,10,2,7,1,0,2,5,2,0,0,0,0,0,0,4,"k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae;g__Taibaiella;"
"171",15,30,16,0,11,13,1,15,4,25,0,0,19,4,21,0,23,0,0,3,8,28,14,4,"k__Bacteria;p__Ignavibacteriae;c__Ignavibacteria;o__Ignavibacteriales;f__BSV40;g__BSV40FA;"
"172",15,5,6,0,6,0,7,13,3,3,0,16,3,2,15,4,0,9,0,2,0,4,2,5,"k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatimonas;"
"173",15,22,2,38,0,1,3,5,4,22,1,8,4,22,4,7,14,5,5,4,15,11,15,7,"k__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;"
"174",15,20,5,6,7,0,1,25,17,6,7,19,4,8,51,7,0,23,20,2,0,13,6,19,"k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatimonas;"
"175",15,1,0,4,0,0,4,14,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,5,"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Rhodocyclaceae;"
"176",15,33,20,6,12,11,4,17,5,32,0,0,15,4,18,19,17,0,8,3,4,42,5,6,"k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae;g__Ferruginibacter;"
"177",15,24,5,8,21,9,0,17,4,12,0,6,5,8,43,1,0,0,7,6,2,2,4,18,"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Rhodoplanes;"
"178",14,15,1,18,10,2,2,13,4,21,0,8,3,11,3,7,7,2,0,6,9,0,6,29,"k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales;f__Geobacteraceae;g__Geobacter;"
"179",14,10,13,4,2,3,0,9,8,12,11,10,6,4,9,5,10,11,3,0,5,0,9,5,"k__Bacteria;p__Acidobacteria;c__Subgroup 2;o__Subgroup 2CL;f__Subgroup 2CL;g__Subgroup 2CL;"
"180",14,40,15,13,55,3,4,24,0,16,6,0,9,3,5,11,2,0,3,2,1,0,10,6,"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Arenimonas;"
"181",14,31,18,1,29,3,14,24,28,0,41,2,9,20,26,2,6,0,8,7,13,14,16,20,"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Frankiales;f__Acidothermaceae;g__Acidothermus;"
"182",14,13,9,0,21,0,6,27,26,18,19,7,4,11,55,14,3,7,16,14,10,5,12,9,"k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatimonas;"
"183",14,6,1,18,2,2,1,10,4,13,1,4,4,5,5,0,22,0,21,2,14,14,13,4,"k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales;f__Geobacteraceae;g__Geobacter;"
"184",14,16,0,6,22,11,3,20,20,11,25,6,9,8,19,9,1,0,26,15,12,8,9,7,"k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__Tepidisphaerales;f__Tepidisphaeraceae;g__TepidisphaeraceaeFA;"
"185",14,15,12,12,18,3,0,11,20,0,16,17,0,9,25,0,0,22,16,15,2,0,20,7,"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Variibacter;"
"186",14,11,0,0,7,0,0,2,2,3,1,10,3,4,3,4,0,15,16,12,12,0,11,6,"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;f__Nitrosomonadaceae;g__uncultured-Nitrosomonadaceae;"
"187",14,13,36,0,14,18,3,9,0,11,5,10,7,18,37,4,5,0,7,0,0,18,2,0,"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiales Incertae Sedis;g__Alsobacter;"
"188",14,34,7,15,0,7,0,7,38,22,0,8,18,7,11,0,37,0,6,2,22,8,14,18,"k__Bacteria;p__Verrucomicrobia;c__OPB35 soil group;o__OPB35 soil groupCL;f__OPB35 soil groupCL;g__OPB35 soil groupCL;"
"189",14,15,3,5,4,0,2,3,11,2,2,3,0,10,12,5,0,4,3,9,2,0,0,0,"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__uncultured-Xanthobacteraceae;"
"190",14,9,6,6,18,1,0,0,12,21,4,2,5,12,5,4,4,0,9,8,10,3,16,5,"k__Bacteria;p__Verrucomicrobia;c__OPB35 soil group;o__OPB35 soil groupCL;f__OPB35 soil groupCL;g__OPB35 soil groupCL;"
"191",14,22,19,9,11,18,0,15,22,27,16,8,8,8,20,16,12,10,13,12,13,17,17,4,"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Hyphomicrobium;"
"192",14,9,10,2,7,3,4,14,3,8,0,4,5,6,10,0,0,0,2,3,0,7,0,5,"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Phenylobacterium;"
"193",14,59,54,5,21,13,3,62,54,55,8,7,36,42,39,7,47,3,25,99,46,27,70,8,"k__Bacteria;p__Verrucomicrobia;c__OPB35 soil group;o__OPB35 soil groupCL;f__OPB35 soil groupCL;g__OPB35 soil groupCL;"
"194",14,22,6,3,30,2,0,14,23,20,16,3,17,22,6,40,23,11,22,39,23,5,21,9,"k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__uncultured-Anaerolineaceae;"
"195",14,6,2,7,0,0,0,2,3,5,4,5,2,21,9,12,1,4,0,3,0,2,0,12,"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Dokdonella;"
"196",13,2,1,2,0,0,1,13,2,12,0,0,5,20,4,0,15,0,2,0,3,6,9,0,"k__Bacteria;p__Bacteroidetes;c__WCHB1-32;o__WCHB1-32CL;f__WCHB1-32CL;g__WCHB1-32CL;"
"197",13,22,27,6,11,8,0,31,36,25,17,4,38,12,24,21,15,46,24,31,21,16,25,6,"k__Bacteria;p__Verrucomicrobia;c__Spartobacteria;o__Chthoniobacterales;f__Xiphinematobacteraceae;g__Candidatus Xiphinematobacter;"
"198",13,4,0,2,0,0,0,0,1,2,0,2,6,0,2,0,0,1,0,0,0,0,0,0,"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Rhodobacter;"
"199",13,39,9,8,5,2,6,0,4,22,0,4,6,13,8,0,19,1,0,14,11,0,9,8,"k__Bacteria;p__Verrucomicrobia;c__OPB35 soil group;o__OPB35 soil groupCL;f__OPB35 soil groupCL;g__OPB35 soil groupCL;"
"200",13,27,14,11,19,2,7,18,4,23,3,3,6,2,16,0,18,0,1,5,8,7,5,9,"k__Bacteria;p__Actinobacteria;c__Thermoleophilia;"
"201",13,3,0,13,0,0,0,4,18,9,0,2,9,0,1,0,52,0,2,0,4,19,127,15,"k__Bacteria;p__Bacteroidetes;c__WCHB1-32;o__WCHB1-32CL;f__WCHB1-32CL;g__WCHB1-32CL;"
"202",13,7,0,11,0,3,0,2,0,1,0,3,0,1,0,0,4,0,0,0,0,8,4,6,"k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Lentimicrobiaceae;g__LentimicrobiaceaeFA;"
"203",13,97,46,19,27,15,2,2,16,35,1,6,19,8,36,5,24,0,8,8,67,27,33,3,"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Rhodocyclaceae;g__Propionivibrio;"
"204",13,3,1,0,0,0,2,9,0,3,0,11,3,1,5,3,3,0,0,0,3,0,0,5,"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiales Incertae Sedis;g__Rhizomicrobium;"
"205",13,22,0,2,0,0,0,0,0,0,0,20,0,0,0,0,8,0,0,0,0,1,3,4,"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylococcaceae;g__Methylobacter;"
"206",13,8,16,9,25,4,2,37,15,15,10,2,24,18,15,18,7,0,34,25,20,7,23,11,"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__TRA3-20;f__TRA3-20OR;g__TRA3-20OR;"
"207",13,21,7,7,45,0,5,41,76,16,117,19,7,12,53,25,22,79,12,23,15,28,18,21,"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia-Paraburkholderia;"
"208",13,4,0,10,0,0,4,5,16,14,0,0,0,0,0,1,5,0,2,2,18,1,18,5,"k__Bacteria;p__Verrucomicrobia;c__OPB35 soil group;o__OPB35 soil groupCL;f__OPB35 soil groupCL;g__OPB35 soil groupCL;"
"209",13,0,7,5,5,6,2,40,17,6,0,32,23,2,61,5,56,0,17,2,4,5,16,71,"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Hydrogenophilales;f__Hydrogenophilaceae;g__Sulfurirhabdus;"
"210",13,0,0,8,0,0,2,0,0,1,0,1,1,4,2,0,0,0,0,0,0,0,0,5,"k__Bacteria;p__Tenericutes;c__Mollicutes;o__Mycoplasmatales;f__Mycoplasmataceae;g__MycoplasmataceaeFA;"
"211",13,5,1,6,0,1,0,5,6,15,0,0,4,2,7,0,10,0,5,0,7,5,15,3,"k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Archangiaceae;g__Anaeromyxobacter;"
"212",13,16,7,0,4,2,4,11,0,22,7,5,0,7,27,5,6,13,5,8,6,3,6,6,"k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatimonas;"
"213",12,6,22,7,25,59,6,35,39,40,0,0,36,7,16,7,12,0,12,9,8,5,18,14,"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Paucimonas;"
"214",12,21,12,9,36,2,6,23,26,12,50,19,14,18,30,81,4,145,9,38,6,15,12,18,"k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatimonas;"
"215",12,14,0,13,1,11,1,7,12,8,0,6,3,7,21,0,14,0,2,0,2,7,6,16,"k__Bacteria;p__Acidobacteria;c__Holophagae;o__Holophagales;f__Holophagaceae;g__Holophaga;"
"216",12,23,12,5,8,17,3,15,4,21,0,2,7,17,26,4,2,0,4,2,0,13,2,8,"k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae;g__Segetibacter;"
"217",12,1,0,10,1,1,6,3,0,0,0,0,5,7,0,0,0,0,0,0,0,0,1,11,"k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Alicyclobacillaceae;g__Tumebacillus;"
"218",12,0,13,3,12,34,1,42,94,12,0,3,25,3,11,0,7,0,163,6,14,15,9,23,"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylococcaceae;g__Methylomicrobium;"
"219",12,7,0,2,2,27,0,0,1,3,0,4,1,0,10,0,1,0,0,1,4,0,3,4,"k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae;g__Taibaiella;"
"220",12,15,7,11,12,4,6,30,10,19,13,23,8,7,30,18,7,29,17,4,6,2,2,15,"k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatimonas;"
"221",12,8,0,1,4,2,6,0,3,2,0,0,0,2,3,5,0,3,0,4,1,0,1,3,"k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__Ktedonobacterales;f__1959-1;g__1959-1FA;"
"222",12,0,0,0,0,1,0,0,0,0,0,9,0,0,3,0,1,4,0,0,3,3,1,4,"k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae;g__Sediminibacterium;"
"223",12,24,42,2,5,76,1,7,0,25,3,2,8,9,149,2,0,2,13,0,1,39,2,0,"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Noviherbaspirillum;"
"224",12,0,2,0,0,1,1,6,1,1,0,0,1,2,2,0,0,0,0,0,0,0,1,0,"k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae;g__Taibaiella;"
"225",12,2,38,10,36,13,10,29,18,19,13,10,22,8,32,27,4,20,19,17,12,7,16,14,"k__Bacteria;p__Acidobacteria;c__Subgroup 6;o__Subgroup 6CL;f__Subgroup 6CL;g__Subgroup 6CL;"
"226",12,1,0,4,1,1,0,3,3,4,0,0,0,0,5,0,0,0,0,0,0,6,0,2,"k__Bacteria;p__Acidobacteria;c__Holophagae;o__Holophagales;f__Holophagaceae;g__Holophaga;"
"227",12,7,0,10,0,2,0,0,0,0,0,7,2,0,0,4,0,0,0,0,0,0,0,31,"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia-Paraburkholderia;"
"228",12,4,0,0,0,0,4,0,0,0,0,3,0,0,0,0,2,0,1,0,3,0,0,24,"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Rhodocyclaceae;g__Dechloromonas;"
"229",12,13,3,6,13,0,4,12,12,3,40,4,3,7,20,27,0,26,9,21,5,2,12,4,"k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatimonas;"
"230",12,25,9,7,17,11,3,6,5,21,6,3,0,15,8,6,6,5,4,0,3,12,4,9,"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingobium;"
"231",12,0,0,0,1,6,2,4,0,4,0,3,15,8,2,0,4,0,1,0,3,1,4,5,"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae 1;g__Clostridium sensu stricto 10;"
"232",11,13,9,22,7,0,0,11,55,23,1,9,9,9,5,0,37,0,12,1,59,0,51,51,"k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales;f__Geobacteraceae;g__Geobacter;"
"233",11,9,14,4,12,8,5,8,3,28,2,5,11,15,9,4,4,6,7,3,1,0,5,15,"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Intrasporangiaceae;"
"234",11,47,175,0,83,18,12,57,9,27,19,3,18,13,42,11,9,7,9,8,0,29,17,10,"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Lysobacter;"
"235",11,23,21,0,34,4,23,13,23,3,24,18,0,8,42,22,3,22,4,5,0,10,1,11,"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Asticcacaulis;"
